price;min_to_metro;region_of_moscow;total_area;living_area;floor;number_of_floors;construction_year;is_new;is_apartments;ceiling_height;number_of_rooms;link
29000000;18;SAR;59,96;44,8;37;40;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/299411849/
29000000;12;NEAR;63;35;31;47;2017;0;0;3;2;https://www.cian.ru/sale/flat/294868860/
29000000;20;SAR;66,3;39,2;11;17;2019;0;0;2,8;2;https://www.cian.ru/sale/flat/299349779/
29000000;13;CAR;51,8;33,8;2;14;;0;0;;2;https://www.cian.ru/sale/flat/291596233/
29000000;5;SAR;65,5;;12;27;;0;0;;2;https://www.cian.ru/sale/flat/296476464/
29000000;14;NWAR;62,7;;2;34;;0;1;;2;https://www.cian.ru/sale/flat/300527651/
29000000;20;NWAR;62;27;27;28;;0;0;3;2;https://www.cian.ru/sale/flat/298815515/
29000000;;NAR;48,7;;12;15;2019;0;1;3;2;https://www.cian.ru/sale/flat/298457044/
29000000;16;SEAR;70,6;;10;12;2020;0;0;2,8;2;https://www.cian.ru/sale/flat/300711703/
29000000;14;WAR;60;30;13;21;2016;0;1;3;2;https://www.cian.ru/sale/flat/298067858/
29000000;4;NAR;45;16;7;28;2023;1;0;;1;https://www.cian.ru/sale/flat/294589627/
29000000;13;NAR;40,1;;2;40;2021;0;0;3;1;https://www.cian.ru/sale/flat/299005437/
29000000;11;SEAR;73,2;41,3;11;20;2023;1;0;3;3;https://www.cian.ru/sale/flat/286679694/
29000000;19;SAR;82;45;11;25;2023;1;0;;3;https://www.cian.ru/sale/flat/298248906/
29000000;13;SEAR;75;;21;27;2017;1;0;;3;https://www.cian.ru/sale/flat/298664553/
29000000;13;NEAR;78,8;46;16;22;2010;0;0;2,7;3;https://www.cian.ru/sale/flat/300731032/
29000000;14;NWAR;62,7;;2;24;2021;0;1;3,2;3;https://www.cian.ru/sale/flat/300251626/
29000000;19;SAR;66,7;;15;23;2024;0;0;;3;https://www.cian.ru/sale/flat/300982113/
29000000;7;NEAR;75;47;5;14;2010;0;0;2,7;3;https://www.cian.ru/sale/flat/300821065/
29000000;13;NWAR;68;37;3;15;2024;0;0;3,02;3;https://www.cian.ru/sale/flat/300290083/
29000000;10;SEAR;73,2;41,3;11;20;2023;0;0;3;3;https://www.cian.ru/sale/flat/300301424/
29000000;5;SAR;100;69,4;3;5;1958;0;0;;4;https://www.cian.ru/sale/flat/294451935/
29000000;3;SWAR;100,9;65,4;17;22;1987;0;0;2,7;4;https://www.cian.ru/sale/flat/300469341/
29000000;14;SWAR;99,5;63,2;2;22;2012;0;0;2,78;4;https://www.cian.ru/sale/flat/298623372/
29000000;11;SWAR;129,1;68;4;4;1994;0;0;2,85;4;https://www.cian.ru/sale/flat/297875151/
29000000;4;SAR;92,4;53;6;16;2003;0;0;2,64;4;https://www.cian.ru/sale/flat/300094065/
29000000;10;SWAR;91;44;33;33;2019;0;0;2,7;4;https://www.cian.ru/sale/flat/290216223/
29000000;4;NEAR;87,7;51,6;3;17;2012;0;0;2,85;4;https://www.cian.ru/sale/flat/299113541/
29000000;6;NAR;81,1;57,8;2;9;1924;0;0;3,2;4;https://www.cian.ru/sale/flat/296313187/
29013160;20;SWAR;46,6;;37;42;2023;1;0;3;2;https://www.cian.ru/sale/flat/300712651/
29060395;4;CAR;42,5;;19;22;2022;1;0;3,25;2;https://www.cian.ru/sale/flat/298576274/
29078320;5;SWAR;63,2;;22;34;2023;1;0;3;2;https://www.cian.ru/sale/flat/300783447/
29092985;9;WAR;81,2;38,3;3;21;2023;1;0;2,74;3;https://www.cian.ru/sale/flat/279592143/
29142119;5;NWAR;66,4;25,8;2;20;2023;1;0;2,85;2;https://www.cian.ru/sale/flat/287511286/
29143191;9;WAR;73,7;30,5;8;9;2023;1;0;2,74;2;https://www.cian.ru/sale/flat/289800706/
29178803;6;SWAR;51,9;;9;12;2024;1;0;3,17;2;https://www.cian.ru/sale/flat/300451840/
29197000;13;SEAR;67,9;45;6;10;2017;0;1;3,2;3;https://www.cian.ru/sale/flat/300810553/
29200000;14;NWAR;65,3;28,6;36;41;2018;1;0;3,2;2;https://www.cian.ru/sale/flat/300702766/
29200000;12;NWAR;65,5;;32;41;;0;0;3,2;2;https://www.cian.ru/sale/flat/296284624/
29200000;7;WAR;72,2;;25;25;2023;0;0;;2;https://www.cian.ru/sale/flat/300109520/
29201900;19;SEAR;63,5;29,7;12;22;2023;1;0;3;2;https://www.cian.ru/sale/flat/300165804/
29208651;5;NWAR;82,48;40,7;28;52;2024;1;0;2,85;3;https://www.cian.ru/sale/flat/294936824/
29229156;30;WAR;76,3;34,5;26;33;2023;1;0;2,62;3;https://www.cian.ru/sale/flat/300679432/
29232000;17;NWAR;69,6;;4;5;2023;1;1;;3;https://www.cian.ru/sale/flat/300956043/
29239804;7;SAR;44,6;16,4;18;22;2023;1;0;3,15;1;https://www.cian.ru/sale/flat/293204369/
29270700;5;SWAR;66,6;;31;34;2023;1;0;3;2;https://www.cian.ru/sale/flat/300761715/
29293000;9;NEAR;78,1;;9;27;2022;1;0;;2;https://www.cian.ru/sale/flat/294033524/
29300000;5;CAR;44,4;;2;7;2017;0;1;3,2;2;https://www.cian.ru/sale/flat/296191963/
29300000;12;NWAR;52;20;5;19;2018;0;0;;2;https://www.cian.ru/sale/flat/298519060/
29300000;;NWAR;65,3;;23;41;2024;0;0;3,2;2;https://www.cian.ru/sale/flat/299936962/
29300000;14;NWAR;65,3;;23;44;2024;1;0;2,64;3;https://www.cian.ru/sale/flat/298664484/
29300000;12;NAR;111,2;79,8;16;19;2014;0;0;2,75;4;https://www.cian.ru/sale/flat/298835941/
29300000;7;SEAR;116;;2;8;1940;0;0;3,2;4;https://www.cian.ru/sale/flat/297396489/
29319176;4;CAR;53;17,2;5;10;2024;1;1;3;1;https://www.cian.ru/sale/flat/300483995/
29350000;8;NWAR;79,73;;3;8;2024;1;0;;2;https://www.cian.ru/sale/flat/300651675/
29354320;11;EAR;84,4;42,3;14;33;2023;1;0;2,6;3;https://www.cian.ru/sale/flat/293849324/
29359584;;NWAR;64,8;15,2;42;47;2023;1;0;3,05;2;https://www.cian.ru/sale/flat/296745601/
29400000;6;CAR;65,7;37,4;2;5;1939;0;0;2,7;3;https://www.cian.ru/sale/flat/299771692/
29412746;4;SAR;67,14;30,2;27;27;2023;1;0;2,87;2;https://www.cian.ru/sale/flat/292741946/
29438644;22;SAR;47,76;24,9;21;21;2023;1;0;3;2;https://www.cian.ru/sale/flat/291942937/
29440000;2;NAR;48,6;;3;8;2023;0;1;3,2;2;https://www.cian.ru/sale/flat/300661812/
29440000;2;NAR;47;28;3;8;2023;0;1;3,2;2;https://www.cian.ru/sale/flat/300662420/
29450000;2;NAR;47;;2;8;2023;0;1;;1;https://www.cian.ru/sale/flat/296779707/
29476161;10;WAR;44,7;15,7;24;28;2022;1;0;3,12;2;https://www.cian.ru/sale/flat/298334053/
29481400;5;SWAR;59,8;;32;34;2023;1;0;3;2;https://www.cian.ru/sale/flat/300800763/
29499000;9;WAR;54,9;38,9;18;24;2021;0;0;2,95;2;https://www.cian.ru/sale/flat/300734084/
29500000;18;NAR;52;35;11;15;2019;0;1;3,2;2;https://www.cian.ru/sale/flat/297535832/
29500000;18;SAR;63;30;14;22;;0;0;;2;https://www.cian.ru/sale/flat/298157721/
29500000;11;NEAR;62;39;7;21;2020;0;0;;2;https://www.cian.ru/sale/flat/281250233/
29500000;5;NWAR;61;37;14;43;2023;0;0;3,1;2;https://www.cian.ru/sale/flat/300143091/
29500000;10;SWAR;75;43,3;2;20;2023;0;0;3;3;https://www.cian.ru/sale/flat/300818798/
29500000;3;SWAR;75;46;15;17;2003;0;0;2,7;3;https://www.cian.ru/sale/flat/290431403/
29500000;14;WAR;86;56;12;14;2018;0;0;2,7;3;https://www.cian.ru/sale/flat/295108765/
29500000;13;NAR;83,6;65,3;2;5;1935;0;0;;4;https://www.cian.ru/sale/flat/299480630/
29500000;4;SAR;116;74;11;11;2016;0;0;2,7;4;https://www.cian.ru/sale/flat/295765722/
29500000;17;SEAR;82;50;28;30;2023;0;0;2,85;4;https://www.cian.ru/sale/flat/299020514/
29500415;5;SAR;67,61;43,5;25;27;2023;1;0;2,87;3;https://www.cian.ru/sale/flat/284858639/
29501209;15;NWAR;59,94;;3;54;2027;1;0;3;2;https://www.cian.ru/sale/flat/300397138/
29504877;6;NAR;86,1;;3;33;2024;1;1;2,7;4;https://www.cian.ru/sale/flat/297322993/
29504877;6;NAR;86,1;49,5;2;12;;0;0;;4;https://www.cian.ru/sale/flat/300755851/
29504877;6;NAR;86,1;49,5;3;12;;0;0;;4;https://www.cian.ru/sale/flat/298617209/
29519672;19;SAR;60,9;;5;10;2024;1;0;2,97;2;https://www.cian.ru/sale/flat/297791449/
29533860;11;EAR;84,6;42,4;19;33;2023;1;0;2,6;3;https://www.cian.ru/sale/flat/277929670/
29576436;6;SWAR;60,6;;2;12;2024;1;0;3,17;2;https://www.cian.ru/sale/flat/294550028/
29600000;15;NWAR;65,1;41,1;23;41;2024;1;0;3,2;2;https://www.cian.ru/sale/flat/298883973/
29603232;;NWAR;64,8;16,2;45;47;2023;1;0;3,05;2;https://www.cian.ru/sale/flat/296745609/
29612067;24;SAR;53,9;24,2;11;16;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/293204034/
29638482;;NWAR;68,1;;23;47;2023;1;0;3,05;2;https://www.cian.ru/sale/flat/296745563/
29663214;4;NWAR;60,62;28,7;46;52;2024;1;0;2,85;2;https://www.cian.ru/sale/flat/299067050/
29700000;5;CAR;50;33,3;11;13;2022;1;1;3,4;2;https://www.cian.ru/sale/flat/286886774/
29705530;25;SAR;64,4;32,9;6;16;2022;1;0;3,15;2;https://www.cian.ru/sale/flat/293203840/
29709300;16;NWAR;59,3;;3;6;2023;1;1;3,24;2;https://www.cian.ru/sale/flat/299370743/
29734040;10;NAR;119,7;;8;10;2024;1;1;3,1;4;https://www.cian.ru/sale/flat/300282121/
29759589;25;SAR;64,2;32,9;7;16;2022;1;0;3,15;2;https://www.cian.ru/sale/flat/293203842/
29760000;20;NWAR;49;;26;29;2023;1;0;;2;https://www.cian.ru/sale/flat/289479415/
29765148;7;WAR;68,1;21,7;4;9;2023;1;0;2,74;2;https://www.cian.ru/sale/flat/290077041/
29775154;2;;80,79;61,4;10;20;2024;1;0;;3;https://www.cian.ru/sale/flat/297150985/
29775786;5;;72,1;;2;24;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/300624695/
29780000;2;;42,1;13,5;9;21;;0;1;;1;https://www.cian.ru/sale/flat/299726123/
29790000;10;SWAR;172;93;9;9;2000;0;0;2,75;4;https://www.cian.ru/sale/flat/300968559/
29800000;15;NEAR;74,3;44,8;11;17;1993;0;0;;3;https://www.cian.ru/sale/flat/299542967/
29800000;6;CAR;73,1;;4;18;2017;0;1;3;3;https://www.cian.ru/sale/flat/298459097/
29831481;11;NEAR;58,9;;21;22;2024;1;0;3;2;https://www.cian.ru/sale/flat/296222973/
29862660;19;SEAR;67,1;30,3;21;22;2023;1;0;3;2;https://www.cian.ru/sale/flat/300165801/
29890000;14;CAR;45;15;26;35;2023;;;;1;https://www.cian.ru/sale/flat/297168961/
29890248;6;SWAR;62,6;;2;12;2024;1;0;3,17;2;https://www.cian.ru/sale/flat/294550025/
29900000;19;SEAR;75,8;;5;22;2023;1;0;3,2;2;https://www.cian.ru/sale/flat/299998412/
29900000;12;SWAR;54;;8;8;1958;0;0;3;2;https://www.cian.ru/sale/flat/299370562/
29900000;6;SWAR;72,7;;11;14;1996;0;0;3;2;https://www.cian.ru/sale/flat/298935091/
29900000;4;WAR;63;;11;24;2018;0;0;3;2;https://www.cian.ru/sale/flat/299300306/
29900000;8;WAR;56;;5;10;1941;0;0;3,2;2;https://www.cian.ru/sale/flat/299903271/
29900000;14;SWAR;37;;17;19;;0;1;3,2;1;https://www.cian.ru/sale/flat/297951595/
29900000;8;WAR;70;44;20;31;2021;0;0;3,1;3;https://www.cian.ru/sale/flat/281433717/
29900000;22;WAR;60,1;;8;30;;0;1;3;3;https://www.cian.ru/sale/flat/295331662/
29900000;7;WAR;90,1;65;9;9;;0;0;;4;https://www.cian.ru/sale/flat/297470820/
29900000;8;SWAR;96,2;62;1;17;1999;0;0;2,64;4;https://www.cian.ru/sale/flat/300147166/
29900000;13;NWAR;136;82;13;23;2005;0;0;3;4;https://www.cian.ru/sale/flat/293633931/
29900000;5;SWAR;97,3;67,2;14;16;1981;0;0;2,8;4;https://www.cian.ru/sale/flat/297793556/
29900000;9;CAR;74,1;52,8;3;5;1959;0;0;2,75;4;https://www.cian.ru/sale/flat/300253513/
29900000;13;NWAR;128;85;13;25;;0;0;3,1;4;https://www.cian.ru/sale/flat/286984938/
29900000;3;SEAR;108,4;69,1;6;17;1999;0;0;2,7;4;https://www.cian.ru/sale/flat/300266413/
29905514;7;SAR;62;27,8;13;40;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/293203927/
29909640;19;SEAR;66,8;30,3;20;22;2023;1;0;3;2;https://www.cian.ru/sale/flat/300165800/
29917125;8;SWAR;65,5;;13;25;2024;1;0;3,17;2;https://www.cian.ru/sale/flat/294550051/
29925769;11;NWAR;64,7;30,1;3;20;2023;1;0;2,85;2;https://www.cian.ru/sale/flat/285041283/
29928000;19;NEAR;68,8;;3;22;2023;1;0;3;2;https://www.cian.ru/sale/flat/299702680/
29950000;14;CAR;43;;5;17;2023;0;0;3,1;2;https://www.cian.ru/sale/flat/299415534/
29950000;2;WAR;54,1;45,7;7;11;1959;0;0;2,87;2;https://www.cian.ru/sale/flat/294345287/
29950000;9;NAR;54;23,2;9;30;2020;0;0;2,8;2;https://www.cian.ru/sale/flat/298979328/
29950000;7;WAR;75;;20;25;2017;0;0;2,9;2;https://www.cian.ru/sale/flat/299971362/
29950000;7;NAR;70;;2;18;2018;0;1;;3;https://www.cian.ru/sale/flat/282555064/
29976267;11;NEAR;58,9;;22;22;2024;1;0;3;2;https://www.cian.ru/sale/flat/297261569/
29990000;20;SAR;59,4;24,1;23;28;2023;0;0;;2;https://www.cian.ru/sale/flat/300464106/
29990000;6;NAR;40,1;;2;6;2016;0;1;3,3;2;https://www.cian.ru/sale/flat/295663037/
29990000;19;NEAR;57;25;25;35;;0;0;;3;https://www.cian.ru/sale/flat/300176435/
29990000;12;CAR;61,2;;9;9;1970;0;0;;3;https://www.cian.ru/sale/flat/297470764/
29990000;8;WAR;72;50;4;31;2021;0;0;3,1;3;https://www.cian.ru/sale/flat/298752474/
29990000;9;WAR;81;54,9;18;20;;0;0;;4;https://www.cian.ru/sale/flat/298268379/
29990000;9;NEAR;103,7;68,7;2;6;1938;0;0;3;4;https://www.cian.ru/sale/flat/297346246/
29990000;;SEAR;101,6;66,5;9;22;;0;0;3;4;https://www.cian.ru/sale/flat/298522495/
29990000;12;CAR;85,1;56,3;1;9;1991;0;0;;4;https://www.cian.ru/sale/flat/299497692/
29999000;6;SAR;57,8;;3;14;1945;0;0;3;2;https://www.cian.ru/sale/flat/300155324/
29999000;5;WAR;77,5;46,1;21;23;2020;0;0;;3;https://www.cian.ru/sale/flat/299652106/
29999999;17;SAR;66,4;;14;46;2023;0;0;3;2;https://www.cian.ru/sale/flat/290996141/
29999999;13;NEAR;95,5;50;4;4;2020;0;1;3;4;https://www.cian.ru/sale/flat/296340831/
30000000;1;NAR;57;43,8;31;59;2021;0;0;2,8;2;https://www.cian.ru/sale/flat/300392335/
30000000;16;WAR;68;;12;21;2015;0;1;;2;https://www.cian.ru/sale/flat/282810221/
30000000;8;NAR;52;32;6;12;;0;1;3;2;https://www.cian.ru/sale/flat/296711017/
30000000;8;NAR;54;30;5;24;;0;0;;2;https://www.cian.ru/sale/flat/297833437/
30000000;18;WAR;61,1;;7;29;2020;0;0;3;2;https://www.cian.ru/sale/flat/300587382/
30000000;20;SAR;54,9;;2;24;2023;0;1;3;2;https://www.cian.ru/sale/flat/300321051/
30000000;7;CAR;50;35;9;9;1962;0;0;2,5;2;https://www.cian.ru/sale/flat/300558907/
30000000;10;SEAR;50;;4;13;2019;0;0;3,1;2;https://www.cian.ru/sale/flat/300811659/
30000000;5;CAR;55,7;;5;9;1966;0;0;2,7;2;https://www.cian.ru/sale/flat/300787917/
30000000;6;SWAR;78;;6;40;2012;0;0;;2;https://www.cian.ru/sale/flat/281049996/
30000000;1;NAR;57;27;15;59;2021;0;0;2,9;2;https://www.cian.ru/sale/flat/299061868/
30000000;9;CAR;56,1;;8;16;2015;0;0;2,8;2;https://www.cian.ru/sale/flat/299925097/
30000000;18;NWAR;50,8;17,2;7;13;2023;1;0;;1;https://www.cian.ru/sale/flat/294620343/
30000000;27;WAR;51,1;14,7;9;13;2023;1;0;3,13;1;https://www.cian.ru/sale/flat/296278116/
30000000;8;NAR;37,5;28,5;3;15;2020;0;1;3,1;1;https://www.cian.ru/sale/flat/300099173/
30000000;19;SEAR;70,5;;10;22;2023;1;0;;3;https://www.cian.ru/sale/flat/297676437/
30000000;18;WAR;66,9;29,9;5;14;2024;1;0;;3;https://www.cian.ru/sale/flat/300611466/
30000000;8;SEAR;79,7;42;6;11;2019;0;0;;3;https://www.cian.ru/sale/flat/287296776/
30000000;10;SAR;100,4;45,4;9;10;;0;0;;3;https://www.cian.ru/sale/flat/298020860/
30000000;8;SEAR;99,3;66;5;5;1937;0;0;3,2;4;https://www.cian.ru/sale/flat/261266017/
30000000;;WAR;94,3;60;20;31;2023;0;0;;4;https://www.cian.ru/sale/flat/298578355/
30000000;12;SWAR;91,8;;1;7;1958;0;0;3;4;https://www.cian.ru/sale/flat/297754597/
30000000;8;SEAR;98,7;62,9;10;22;1988;0;0;2,8;4;https://www.cian.ru/sale/flat/296684639/
30000000;11;SAR;100,4;45,4;9;10;;0;0;;4;https://www.cian.ru/sale/flat/298020862/
30000000;4;SWAR;97,7;59,8;16;22;1987;0;0;2,7;4;https://www.cian.ru/sale/flat/297359816/
30000000;12;NWAR;100,3;62;15;18;2006;0;0;3;4;https://www.cian.ru/sale/flat/299690554/
30000000;12;EAR;108,8;64;5;17;;0;0;;4;https://www.cian.ru/sale/flat/296403999/
30000000;10;NAR;71,8;50;6;7;;0;0;3,2;4;https://www.cian.ru/sale/flat/295787633/
30000000;2;CAR;92;61;6;7;1940;0;0;3,3;4;https://www.cian.ru/sale/flat/296500661/
30000000;4;SWAR;74,5;54;4;5;1957;0;0;;4;https://www.cian.ru/sale/flat/292142527/
30033280;19;NEAR;66,8;;14;22;2023;1;0;3;2;https://www.cian.ru/sale/flat/299702782/
30040000;;WAR;44,3;13,8;9;14;2023;1;0;3;1;https://www.cian.ru/sale/flat/299262076/
30048408;2;SWAR;65,6;;14;25;2024;1;0;3,65;2;https://www.cian.ru/sale/flat/298403133/
30057960;16;NWAR;46,3;;21;24;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/270815678/
30064650;13;SWAR;62,7;37,4;24;32;2021;1;0;3,1;2;https://www.cian.ru/sale/flat/264100619/
30086103;7;SAR;61,2;29,8;26;40;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/293736434/
30095214;5;SWAR;67,3;;19;25;2024;1;0;3,17;2;https://www.cian.ru/sale/flat/296330604/
30100000;8;NWAR;98,8;70;4;6;;0;0;2,8;4;https://www.cian.ru/sale/flat/293069600/
30115475;25;SAR;65,8;32,1;14;16;2022;1;0;3,15;2;https://www.cian.ru/sale/flat/293203827/
30179923;9;WAR;81,6;38,4;9;21;2023;1;0;2,74;3;https://www.cian.ru/sale/flat/279592142/
30200000;6;CAR;43,6;18,4;10;53;2023;0;0;3,05;1;https://www.cian.ru/sale/flat/300270365/
30200000;7;WAR;100;65;2;22;1984;0;0;2,64;4;https://www.cian.ru/sale/flat/300108387/
30224242;10;NAR;122,2;;10;10;2024;1;1;3,1;4;https://www.cian.ru/sale/flat/300282124/
30244500;;NWAR;71,5;;40;47;2023;1;0;3,05;2;https://www.cian.ru/sale/flat/296745638/
30250000;16;SWAR;100,5;64,5;17;22;1982;0;0;2,64;4;https://www.cian.ru/sale/flat/298782318/
30300000;16;NWAR;67,8;;29;43;2022;0;0;3,2;2;https://www.cian.ru/sale/flat/290883236/
30300000;10;NEAR;85;;13;14;1972;0;0;2,7;3;https://www.cian.ru/sale/flat/294720722/
30320640;;NWAR;72;43,7;41;47;2023;1;0;3,05;2;https://www.cian.ru/sale/flat/296745611/
30324294;17;NWAR;56,7;32,7;9;43;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/292613306/
30349000;2;NAR;97,9;42,2;14;40;2010;0;0;3;2;https://www.cian.ru/sale/flat/294162444/
30349669;5;SAR;72,4;33,6;3;24;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/300712697/
30377215;17;NWAR;61,3;37,8;16;43;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/297642441/
30410378;7;SAR;61,3;29,8;31;40;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/293203849/
30433508;4;SAR;72,6;;3;24;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/300761683/
30439054;7;WAR;69,3;21,7;9;9;2023;1;0;2,74;2;https://www.cian.ru/sale/flat/289800707/
30440000;1;WAR;71;32;4;25;;0;0;3,1;2;https://www.cian.ru/sale/flat/293912931/
30450000;7;WAR;100;64;2;22;1984;0;0;2,64;4;https://www.cian.ru/sale/flat/298786251/
30454394;25;SAR;53,3;28,4;16;16;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/293203988/
30490000;16;NWAR;46;30;30;43;2023;0;0;3;2;https://www.cian.ru/sale/flat/300520402/
30490000;8;WAR;54,7;;5;8;1958;0;0;3;2;https://www.cian.ru/sale/flat/296321957/
30490000;6;WAR;93,2;67;1;8;1957;0;0;3,2;4;https://www.cian.ru/sale/flat/294977748/
30500000;14;NWAR;68,3;;28;41;2024;1;0;;2;https://www.cian.ru/sale/flat/300866779/
30500000;16;NWAR;46;;30;46;2022;0;0;3,2;2;https://www.cian.ru/sale/flat/300575677/
30500000;8;NWAR;67;26,4;22;26;2023;0;0;3;2;https://www.cian.ru/sale/flat/300111482/
30500000;13;SWAR;48,8;24,9;9;26;2021;0;0;;1;https://www.cian.ru/sale/flat/299934509/
30500000;18;SAR;60;29;31;40;2023;0;0;;3;https://www.cian.ru/sale/flat/293569046/
30500000;20;SAR;69,4;39;24;24;2023;0;1;4;3;https://www.cian.ru/sale/flat/300376052/
30553120;2025;NWAR;48,1;25,3;8;29;2023;1;0;3,15;2;https://www.cian.ru/sale/flat/300359171/
30585500;11;SWAR;67;;32;34;2023;1;0;3;2;https://www.cian.ru/sale/flat/300713408/
30590812;27;SAR;87,7;42,6;2;33;2023;1;0;2,68;3;https://www.cian.ru/sale/flat/300915388/
30600000;9;NAR;56;16;16;24;2017;0;0;3,1;2;https://www.cian.ru/sale/flat/299435128/
30600000;17;WAR;71;48,6;4;25;2021;0;0;3,1;2;https://www.cian.ru/sale/flat/298749234/
30600000;8;NAR;42;;16;21;2020;0;0;3,1;1;https://www.cian.ru/sale/flat/299727973/
30600000;3;NAR;42;18;16;21;2020;0;0;3,1;1;https://www.cian.ru/sale/flat/300900853/
30620400;4;WAR;94,8;60,5;11;29;2022;1;1;3;4;https://www.cian.ru/sale/flat/286713653/
30637927;9;WAR;77,5;50,9;24;30;2023;1;0;3,3;3;https://www.cian.ru/sale/flat/297984204/
30679670;22;SAR;46,64;17,2;19;21;2023;1;0;3;1;https://www.cian.ru/sale/flat/298332731/
30690920;19;SEAR;69,4;29,3;19;22;2023;1;0;3;2;https://www.cian.ru/sale/flat/300583049/
30707300;2;SWAR;65;;2;25;2024;1;0;3,65;2;https://www.cian.ru/sale/flat/294550150/
30750000;;WAR;44,5;13,8;10;14;2023;1;0;3;1;https://www.cian.ru/sale/flat/299262078/
30756000;9;NEAR;82;;8;27;2022;1;0;;2;https://www.cian.ru/sale/flat/294033540/
30765892;4;CAR;57,5;20,6;3;10;2024;1;1;3;1;https://www.cian.ru/sale/flat/295316296/
30775875;5;WAR;46,02;;44;57;2024;1;0;2,9;1;https://www.cian.ru/sale/flat/297883607/
30798000;9;WAR;48;16;4;27;2022;0;0;3,1;2;https://www.cian.ru/sale/flat/298759023/
30800000;7;WAR;67;;33;41;2021;0;0;3,1;2;https://www.cian.ru/sale/flat/293892011/
30821708;22;SAR;52,48;28,7;3;29;2023;1;0;3;2;https://www.cian.ru/sale/flat/290542272/
30828160;4;SWAR;85,4;;18;24;2022;1;1;;2;https://www.cian.ru/sale/flat/294637306/
30865030;19;NEAR;70,1;;12;22;2023;1;0;3;2;https://www.cian.ru/sale/flat/299702693/
30869025;4;WAR;93,5;60,6;11;12;2022;1;1;3;4;https://www.cian.ru/sale/flat/289516350/
30879200;12;NEAR;63,8;47,9;11;37;2024;1;0;3;2;https://www.cian.ru/sale/flat/298603585/
30900000;2;NEAR;63,3;;7;15;2021;0;1;3;2;https://www.cian.ru/sale/flat/289970462/
30900000;25;WAR;47;24;4;26;;0;0;3,1;2;https://www.cian.ru/sale/flat/299951445/
30900000;15;NAR;41,9;26,9;12;41;;0;0;;1;https://www.cian.ru/sale/flat/297726343/
30900000;10;;62,3;28,5;4;15;2022;0;0;3,1;3;https://www.cian.ru/sale/flat/295772093/
30900000;20;NWAR;65;28;23;25;2022;0;0;;3;https://www.cian.ru/sale/flat/299649081/
30917340;2;NAR;67,6;34,6;10;21;2023;1;1;3,15;3;https://www.cian.ru/sale/flat/300229498/
30978000;14;WAR;79,3;48;26;27;2022;0;0;2,95;4;https://www.cian.ru/sale/flat/300507433/
30979903;5;CAR;69;35;10;14;1981;0;0;;2;https://www.cian.ru/sale/flat/295069648/
30990000;10;SWAR;72;48;8;8;1960;0;0;;3;https://www.cian.ru/sale/flat/300266387/
30990000;1;WAR;82,5;56;15;39;2022;0;0;3,1;3;https://www.cian.ru/sale/flat/299857029/
30990000;;NWAR;116,7;54,9;5;7;2003;0;0;3,05;4;https://www.cian.ru/sale/flat/277909011/
30997904;4;SEAR;67,7;50,5;14;30;;0;0;;3;https://www.cian.ru/sale/flat/300759046/
30999000;17;WAR;56,4;;27;41;2024;1;0;;2;https://www.cian.ru/sale/flat/300728987/
31000000;15;NWAR;70,6;;9;13;2023;1;0;;2;https://www.cian.ru/sale/flat/297095390/
31000000;8;NWAR;58,3;;4;12;2023;1;0;;2;https://www.cian.ru/sale/flat/297999260/
31000000;9;NWAR;72;29;3;21;2023;1;0;;2;https://www.cian.ru/sale/flat/300836686/
31000000;21;SAR;78,48;37,3;6;14;2024;1;0;;2;https://www.cian.ru/sale/flat/296389966/
31000000;7;WAR;46;26;14;24;2021;0;0;3,1;2;https://www.cian.ru/sale/flat/299655879/
31000000;18;WAR;49,6;;6;23;2020;0;0;3;2;https://www.cian.ru/sale/flat/300520944/
31000000;5;NAR;55,6;;16;24;2017;0;0;3,1;2;https://www.cian.ru/sale/flat/300007514/
31000000;10;WAR;58,5;29,1;4;25;2007;0;0;2,8;2;https://www.cian.ru/sale/flat/298572082/
31000000;7;SWAR;66,5;;26;34;2023;0;0;3;2;https://www.cian.ru/sale/flat/298322864/
31000000;26;WAR;46,5;25,1;18;25;;0;0;;2;https://www.cian.ru/sale/flat/299739632/
31000000;10;SWAR;43;;3;22;2020;0;0;;2;https://www.cian.ru/sale/flat/281277308/
31000000;16;NWAR;67,1;;11;43;;0;0;;2;https://www.cian.ru/sale/flat/293909175/
31000000;17;WAR;47;15;7;18;2022;0;0;3,1;1;https://www.cian.ru/sale/flat/297195040/
31000000;5;NWAR;59,4;35,7;14;43;2023;1;0;;3;https://www.cian.ru/sale/flat/297765120/
31000000;14;SAR;68;;3;14;2018;0;0;;3;https://www.cian.ru/sale/flat/295055352/
